InvoiceNo,InvoiceDate,CustomerID,Country,StockCode,Description,Quantity,UnitPrice,TotalPrice
INV501469,2023-04-10,10278,France,STK001,Lampe de bureau design,1,22.93,22.93
INV501470,2023-01-23,10278,France,STK004,Plaid tricote,4,30.87,123.48
INV501470,2023-01-23,10278,France,STK002,Coussin en lin,3,22.21,66.63
INV501470,2023-01-23,10278,France,STK012,Miroir mural rond,4,37.75,151.0
INV501470,2023-01-23,10278,France,STK005,Bougie parfumee,4,11.81,47.24
INV501471,2023-03-13,10278,France,STK004,Plaid tricote,5,31.4,157.0
INV501471,2023-03-13,10278,France,STK006,Cadre photo bois,2,9.3,18.6
INV501471,2023-03-13,10278,France,STK006,Cadre photo bois,2,7.8,15.6
INV501471,2023-03-13,10278,France,STK007,Panier de rangement,2,21.65,43.3
INV501472,2023-02-07,10278,France,STK005,Bougie parfumee,1,13.39,13.39
INV501472,2023-02-07,10278,France,STK009,Vase en verre,4,21.7,86.8
INV501472,2023-02-07,10278,France,STK008,Tapis de bain,4,26.88,107.52
INV501473,2023-06-14,10278,France,STK010,Guirlande lumineuse,3,13.33,39.99
INV501473,2023-06-14,10278,France,STK009,Vase en verre,1,16.64,16.64
INV501474,2023-07-20,10278,France,STK010,Guirlande lumineuse,3,14.94,44.82
INV501475,2023-07-06,10279,France,STK002,Coussin en lin,3,16.43,49.29
INV501475,2023-07-06,10279,France,STK003,Set de tasses ceramique,3,15.05,45.150000000000006
INV501475,2023-07-06,10279,France,STK005,Bougie parfumee,5,10.91,54.55
INV501476,2023-05-10,10279,France,STK011,Plateau en bambou,1,20.61,20.61
INV501476,2023-05-10,10279,France,STK009,Vase en verre,3,17.89,53.67
INV501476,2023-05-10,10279,France,STK002,Coussin en lin,4,20.9,83.6
INV501476,2023-05-10,10279,France,STK005,Bougie parfumee,1,8.79,8.79
INV501477,2023-08-18,10280,France,STK005,Bougie parfumee,1,11.87,11.87
INV501478,2023-06-23,10280,France,STK002,Coussin en lin,2,17.59,35.18
INV501478,2023-06-23,10280,France,STK002,Coussin en lin,2,22.01,44.02
INV501479,2023-09-08,10281,France,STK004,Plaid tricote,4,36.35,145.4
INV501479,2023-09-08,10281,France,STK011,Plateau en bambou,4,23.64,94.56
INV501479,2023-09-08,10281,France,STK009,Vase en verre,1,18.31,18.31
INV501480,2023-04-20,10281,France,STK008,Tapis de bain,2,31.44,62.88
INV501480,2023-04-20,10281,France,STK011,Plateau en bambou,5,24.74,123.69999999999999
INV501480,2023-04-20,10281,France,STK012,Miroir mural rond,1,34.73,34.73
INV501481,2023-07-03,10281,France,STK004,Plaid tricote,5,31.8,159.0
INV501481,2023-07-03,10281,France,STK011,Plateau en bambou,2,22.61,45.22
INV501481,2023-07-03,10281,France,STK011,Plateau en bambou,5,23.52,117.6
INV501481,2023-07-03,10281,France,STK006,Cadre photo bois,1,9.27,9.27
INV501482,2023-02-13,10281,France,STK007,Panier de rangement,5,25.59,127.95
INV501483,2023-01-01,10282,France,STK010,Guirlande lumineuse,5,14.99,74.95
INV501483,2023-01-01,10282,France,STK011,Plateau en bambou,2,23.3,46.6
INV501483,2023-01-01,10282,France,STK011,Plateau en bambou,2,20.09,40.18
INV501484,2023-06-28,10282,France,STK006,Cadre photo bois,4,10.18,40.72
INV501484,2023-06-28,10282,France,STK010,Guirlande lumineuse,1,11.0,11.0
INV501484,2023-06-28,10282,France,STK002,Coussin en lin,3,18.43,55.29
INV501485,2023-11-24,10282,France,STK011,Plateau en bambou,2,21.72,43.44
INV501485,2023-11-24,10282,France,STK012,Miroir mural rond,1,39.72,39.72
INV501486,2023-05-09,10282,France,STK007,Panier de rangement,1,18.31,18.31
INV501486,2023-05-09,10282,France,STK011,Plateau en bambou,1,24.6,24.6
INV501486,2023-05-09,10282,France,STK005,Bougie parfumee,4,12.96,51.84
INV501486,2023-05-09,10282,France,STK008,Tapis de bain,5,25.78,128.9
INV501487,2023-03-22,10282,France,STK006,Cadre photo bois,5,7.77,38.849999999999994
INV501487,2023-03-22,10282,France,STK005,Bougie parfumee,4,13.03,52.12
INV501487,2023-03-22,10282,France,STK007,Panier de rangement,4,20.91,83.64
INV501488,2023-08-14,10282,France,STK004,Plaid tricote,4,25.23,100.92
INV501488,2023-08-14,10282,France,STK005,Bougie parfumee,2,10.73,21.46
INV501488,2023-08-14,10282,France,STK002,Coussin en lin,5,19.78,98.9
INV501489,2023-10-08,10282,France,STK012,Miroir mural rond,4,44.66,178.64
INV501489,2023-10-08,10282,France,STK007,Panier de rangement,4,20.44,81.76
INV501489,2023-10-08,10282,France,STK009,Vase en verre,5,24.18,120.9
INV501490,2023-06-11,10282,France,STK005,Bougie parfumee,2,10.27,20.54
INV501490,2023-06-11,10282,France,STK005,Bougie parfumee,4,15.44,61.76
INV501491,2023-11-16,10282,France,STK002,Coussin en lin,3,19.07,57.21
INV501491,2023-11-16,10282,France,STK001,Lampe de bureau design,3,28.53,85.59
INV501491,2023-11-16,10282,France,STK007,Panier de rangement,4,19.24,76.96
INV501491,2023-11-16,10282,France,STK002,Coussin en lin,5,19.27,96.35
INV501492,2023-12-08,10282,France,STK001,Lampe de bureau design,4,23.68,94.72
INV501493,2023-05-03,10282,France,STK006,Cadre photo bois,4,14.22,56.88
INV501493,2023-05-03,10282,France,STK009,Vase en verre,3,22.35,67.05000000000001
INV501493,2023-05-03,10282,France,STK001,Lampe de bureau design,4,26.3,105.2
INV501494,2023-07-09,10282,France,STK007,Panier de rangement,1,26.4,26.4
INV501494,2023-07-09,10282,France,STK008,Tapis de bain,5,22.53,112.65
INV501495,2023-11-20,10282,France,STK002,Coussin en lin,2,20.7,41.4
INV501495,2023-11-20,10282,France,STK004,Plaid tricote,4,31.05,124.2
INV501495,2023-11-20,10282,France,STK012,Miroir mural rond,1,37.12,37.12
INV501495,2023-11-20,10282,France,STK002,Coussin en lin,4,15.44,61.76
INV501496,2023-08-17,10282,France,STK005,Bougie parfumee,2,12.22,24.44
INV501497,2023-10-28,10282,France,STK006,Cadre photo bois,3,9.03,27.089999999999996
INV501497,2023-10-28,10282,France,STK006,Cadre photo bois,5,10.19,50.949999999999996
INV501497,2023-10-28,10282,France,STK007,Panier de rangement,1,21.32,21.32
INV501498,2023-06-12,10282,France,STK006,Cadre photo bois,4,10.74,42.96
INV501498,2023-06-12,10282,France,STK010,Guirlande lumineuse,2,12.36,24.72
INV501499,2023-11-13,10283,France,STK008,Tapis de bain,1,28.65,28.65
INV501500,2023-03-23,10284,Spain,STK001,Lampe de bureau design,5,23.76,118.80000000000001
INV501500,2023-03-23,10284,Spain,STK011,Plateau en bambou,4,24.96,99.84
INV501500,2023-03-23,10284,Spain,STK008,Tapis de bain,4,27.32,109.28
INV501500,2023-03-23,10284,Spain,STK004,Plaid tricote,3,36.89,110.67
INV501501,2023-06-04,10284,Spain,STK005,Bougie parfumee,3,14.11,42.33
INV501502,2023-09-30,10284,Spain,STK011,Plateau en bambou,1,21.66,21.66
INV501502,2023-09-30,10284,Spain,STK002,Coussin en lin,4,15.54,62.16
INV501502,2023-09-30,10284,Spain,STK012,Miroir mural rond,4,40.92,163.68
INV501502,2023-09-30,10284,Spain,STK007,Panier de rangement,3,21.1,63.300000000000004
INV501503,2023-03-25,10284,Spain,STK007,Panier de rangement,2,21.03,42.06
INV501504,2023-04-05,10284,Spain,STK004,Plaid tricote,1,27.58,27.58
INV501504,2023-04-05,10284,Spain,STK004,Plaid tricote,1,21.61,21.61
INV501505,2023-04-15,10285,Spain,STK003,Set de tasses ceramique,4,19.99,79.96
INV501505,2023-04-15,10285,Spain,STK011,Plateau en bambou,5,26.9,134.5
INV501506,2023-02-15,10285,Spain,STK002,Coussin en lin,5,15.12,75.6
INV501507,2023-09-02,10285,Spain,STK009,Vase en verre,1,22.64,22.64
INV501507,2023-09-02,10285,Spain,STK009,Vase en verre,4,19.81,79.24
INV501507,2023-09-02,10285,Spain,STK007,Panier de rangement,3,19.03,57.09
INV501507,2023-09-02,10285,Spain,STK001,Lampe de bureau design,3,23.49,70.47
INV501508,2023-10-06,10285,Spain,STK008,Tapis de bain,5,22.86,114.3
INV501509,2023-12-21,10285,Spain,STK008,Tapis de bain,2,33.14,66.28
INV501509,2023-12-21,10285,Spain,STK002,Coussin en lin,4,18.3,73.2
INV501510,2023-05-03,10286,France,STK003,Set de tasses ceramique,3,16.09,48.269999999999996
INV501510,2023-05-03,10286,France,STK008,Tapis de bain,3,28.74,86.22
INV501511,2023-08-20,10286,France,STK009,Vase en verre,3,18.35,55.050000000000004
INV501511,2023-08-20,10286,France,STK009,Vase en verre,2,16.8,33.6
INV501511,2023-08-20,10286,France,STK012,Miroir mural rond,2,41.15,82.3
INV501511,2023-08-20,10286,France,STK006,Cadre photo bois,1,8.65,8.65
INV501512,2023-12-05,10286,France,STK012,Miroir mural rond,5,36.44,182.2
INV501512,2023-12-05,10286,France,STK007,Panier de rangement,3,19.69,59.07000000000001
INV501512,2023-12-05,10286,France,STK001,Lampe de bureau design,3,19.9,59.699999999999996
INV501512,2023-12-05,10286,France,STK012,Miroir mural rond,3,37.31,111.93
INV501513,2023-08-09,10286,France,STK007,Panier de rangement,2,19.47,38.94
INV501514,2023-06-19,10286,France,STK004,Plaid tricote,1,32.41,32.41
INV501514,2023-06-19,10286,France,STK006,Cadre photo bois,3,9.68,29.04
INV501515,2023-12-23,10287,Belgium,STK006,Cadre photo bois,2,10.57,21.14
INV501515,2023-12-23,10287,Belgium,STK008,Tapis de bain,3,27.06,81.17999999999999
INV501515,2023-12-23,10287,Belgium,STK002,Coussin en lin,4,9.45,37.8
INV501515,2023-12-23,10287,Belgium,STK003,Set de tasses ceramique,5,15.94,79.7
INV501516,2023-10-10,10287,Belgium,STK008,Tapis de bain,1,23.64,23.64
INV501516,2023-10-10,10287,Belgium,STK007,Panier de rangement,3,22.4,67.19999999999999
INV501517,2023-03-20,10288,Italy,STK012,Miroir mural rond,2,47.35,94.7
INV501517,2023-03-20,10288,Italy,STK012,Miroir mural rond,1,51.35,51.35
INV501518,2023-02-10,10288,Italy,STK001,Lampe de bureau design,1,24.72,24.72
INV501518,2023-02-10,10288,Italy,STK005,Bougie parfumee,5,14.18,70.9
INV501518,2023-02-10,10288,Italy,STK003,Set de tasses ceramique,2,14.55,29.1
INV501519,2023-03-02,10288,Italy,STK012,Miroir mural rond,2,40.84,81.68
INV501519,2023-03-02,10288,Italy,STK005,Bougie parfumee,1,12.49,12.49
INV501519,2023-03-02,10288,Italy,STK001,Lampe de bureau design,5,20.72,103.6
INV501519,2023-03-02,10288,Italy,STK004,Plaid tricote,2,36.51,73.02
INV501520,2023-08-12,10288,Italy,STK009,Vase en verre,2,20.15,40.3
INV501521,2023-03-31,10288,Italy,STK009,Vase en verre,5,17.59,87.95
INV501521,2023-03-31,10288,Italy,STK005,Bougie parfumee,2,9.71,19.42
INV501521,2023-03-31,10288,Italy,STK002,Coussin en lin,1,19.52,19.52
INV501522,2023-09-05,10288,Italy,STK011,Plateau en bambou,2,26.94,53.88
INV501522,2023-09-05,10288,Italy,STK009,Vase en verre,2,21.31,42.62
INV501522,2023-09-05,10288,Italy,STK010,Guirlande lumineuse,3,17.03,51.09
INV501522,2023-09-05,10288,Italy,STK008,Tapis de bain,1,31.62,31.62
INV501523,2023-02-05,10289,France,STK003,Set de tasses ceramique,4,17.14,68.56
INV501523,2023-02-05,10289,France,STK010,Guirlande lumineuse,3,11.42,34.26
INV501523,2023-02-05,10289,France,STK012,Miroir mural rond,4,55.61,222.44
INV501524,2023-08-27,10290,Belgium,STK012,Miroir mural rond,3,44.18,132.54
INV501524,2023-08-27,10290,Belgium,STK006,Cadre photo bois,1,9.91,9.91
INV501524,2023-08-27,10290,Belgium,STK012,Miroir mural rond,1,38.64,38.64
INV501525,2023-01-07,10290,Belgium,STK008,Tapis de bain,1,24.14,24.14
INV501525,2023-01-07,10290,Belgium,STK007,Panier de rangement,2,23.9,47.8
INV501526,2023-01-20,10290,Belgium,STK009,Vase en verre,1,19.99,19.99
INV501527,2023-06-04,10290,Belgium,STK002,Coussin en lin,5,17.28,86.4
INV501528,2023-08-15,10290,Belgium,STK006,Cadre photo bois,5,9.64,48.2
INV501528,2023-08-15,10290,Belgium,STK008,Tapis de bain,4,25.97,103.88
INV501529,2023-11-20,10290,Belgium,STK010,Guirlande lumineuse,5,14.34,71.7
INV501529,2023-11-20,10290,Belgium,STK001,Lampe de bureau design,5,26.6,133.0
INV501529,2023-11-20,10290,Belgium,STK011,Plateau en bambou,3,21.87,65.61
INV501530,2023-01-26,10290,Belgium,STK006,Cadre photo bois,5,12.38,61.900000000000006
INV501530,2023-01-26,10290,Belgium,STK001,Lampe de bureau design,2,22.14,44.28
INV501531,2023-04-16,10290,Belgium,STK010,Guirlande lumineuse,4,11.16,44.64
INV501531,2023-04-16,10290,Belgium,STK011,Plateau en bambou,4,21.58,86.32
INV501531,2023-04-16,10290,Belgium,STK012,Miroir mural rond,4,43.74,174.96
INV501532,2023-04-26,10290,Belgium,STK011,Plateau en bambou,2,25.97,51.94
INV501533,2023-08-23,10290,Belgium,STK007,Panier de rangement,3,21.71,65.13
INV501533,2023-08-23,10290,Belgium,STK011,Plateau en bambou,3,24.91,74.73
INV501533,2023-08-23,10290,Belgium,STK005,Bougie parfumee,2,12.58,25.16
INV501534,2023-10-13,10291,France,STK001,Lampe de bureau design,3,24.78,74.34
INV501534,2023-10-13,10291,France,STK010,Guirlande lumineuse,1,14.94,14.94
INV501534,2023-10-13,10291,France,STK011,Plateau en bambou,2,23.25,46.5
INV501534,2023-10-13,10291,France,STK007,Panier de rangement,1,18.73,18.73
INV501535,2023-12-08,10291,France,STK006,Cadre photo bois,3,9.74,29.22
INV501535,2023-12-08,10291,France,STK002,Coussin en lin,5,13.27,66.35
INV501536,2023-12-27,10291,France,STK001,Lampe de bureau design,5,21.54,107.69999999999999
INV501536,2023-12-27,10291,France,STK002,Coussin en lin,1,16.17,16.17
INV501536,2023-12-27,10291,France,STK011,Plateau en bambou,3,21.92,65.76
INV501537,2023-11-21,10291,France,STK006,Cadre photo bois,3,10.58,31.740000000000002
INV501537,2023-11-21,10291,France,STK008,Tapis de bain,4,29.56,118.24
INV501537,2023-11-21,10291,France,STK001,Lampe de bureau design,1,29.33,29.33
INV501538,2023-07-27,10291,France,STK011,Plateau en bambou,3,23.3,69.9
INV501539,2023-05-13,10292,Germany,STK009,Vase en verre,4,20.82,83.28
INV501539,2023-05-13,10292,Germany,STK006,Cadre photo bois,1,13.05,13.05
INV501540,2023-01-03,10292,Germany,STK012,Miroir mural rond,5,39.63,198.15
INV501541,2023-02-07,10292,Germany,STK004,Plaid tricote,3,35.29,105.87
INV501542,2023-02-16,10292,Germany,STK004,Plaid tricote,5,31.55,157.75
INV501542,2023-02-16,10292,Germany,STK001,Lampe de bureau design,2,30.63,61.26
INV501542,2023-02-16,10292,Germany,STK003,Set de tasses ceramique,2,15.61,31.22
INV501542,2023-02-16,10292,Germany,STK008,Tapis de bain,2,31.57,63.14
INV501543,2023-03-22,10292,Germany,STK006,Cadre photo bois,5,9.28,46.4
INV501543,2023-03-22,10292,Germany,STK001,Lampe de bureau design,3,25.09,75.27
INV501543,2023-03-22,10292,Germany,STK010,Guirlande lumineuse,1,12.87,12.87
INV501543,2023-03-22,10292,Germany,STK002,Coussin en lin,4,18.72,74.88
INV501544,2023-09-09,10292,Germany,STK002,Coussin en lin,1,16.81,16.81
INV501544,2023-09-09,10292,Germany,STK003,Set de tasses ceramique,3,16.53,49.59
INV501544,2023-09-09,10292,Germany,STK005,Bougie parfumee,3,13.27,39.81
INV501545,2023-09-22,10293,Netherlands,STK006,Cadre photo bois,5,8.7,43.5
INV501545,2023-09-22,10293,Netherlands,STK006,Cadre photo bois,4,8.64,34.56
INV501545,2023-09-22,10293,Netherlands,STK004,Plaid tricote,2,27.6,55.2
INV501545,2023-09-22,10293,Netherlands,STK002,Coussin en lin,3,15.78,47.339999999999996
INV501546,2023-01-21,10293,Netherlands,STK006,Cadre photo bois,2,9.85,19.7
INV501546,2023-01-21,10293,Netherlands,STK008,Tapis de bain,2,34.44,68.88
INV501546,2023-01-21,10293,Netherlands,STK006,Cadre photo bois,1,10.03,10.03
INV501547,2023-07-11,10293,Netherlands,STK003,Set de tasses ceramique,3,13.53,40.589999999999996
INV501547,2023-07-11,10293,Netherlands,STK011,Plateau en bambou,3,20.68,62.04
INV501548,2023-01-16,10293,Netherlands,STK004,Plaid tricote,3,40.76,122.28
INV501549,2023-09-27,10293,Netherlands,STK009,Vase en verre,5,21.35,106.75
INV501550,2023-07-18,10294,France,STK012,Miroir mural rond,4,44.73,178.92
INV501550,2023-07-18,10294,France,STK005,Bougie parfumee,1,14.4,14.4
INV501550,2023-07-18,10294,France,STK007,Panier de rangement,4,26.73,106.92
INV501551,2023-01-15,10294,France,STK004,Plaid tricote,3,29.35,88.05000000000001
INV501551,2023-01-15,10294,France,STK007,Panier de rangement,1,20.27,20.27
INV501551,2023-01-15,10294,France,STK005,Bougie parfumee,2,12.15,24.3
INV501551,2023-01-15,10294,France,STK009,Vase en verre,3,15.48,46.44
INV501552,2023-07-14,10294,France,STK001,Lampe de bureau design,1,25.77,25.77
INV501552,2023-07-14,10294,France,STK010,Guirlande lumineuse,5,10.27,51.349999999999994
INV501552,2023-07-14,10294,France,STK009,Vase en verre,4,17.19,68.76
INV501552,2023-07-14,10294,France,STK009,Vase en verre,5,19.41,97.05
INV501553,2023-04-09,10294,France,STK002,Coussin en lin,4,19.78,79.12
INV501553,2023-04-09,10294,France,STK007,Panier de rangement,1,20.71,20.71
INV501553,2023-04-09,10294,France,STK007,Panier de rangement,4,15.16,60.64
INV501553,2023-04-09,10294,France,STK011,Plateau en bambou,5,18.35,91.75
INV501554,2023-01-20,10295,Portugal,STK011,Plateau en bambou,5,25.91,129.55
INV501554,2023-01-20,10295,Portugal,STK009,Vase en verre,5,21.4,107.0
INV501554,2023-01-20,10295,Portugal,STK002,Coussin en lin,5,17.92,89.60000000000001
INV501554,2023-01-20,10295,Portugal,STK012,Miroir mural rond,2,41.27,82.54
INV501555,2023-06-08,10295,Portugal,STK001,Lampe de bureau design,3,23.41,70.23
INV501555,2023-06-08,10295,Portugal,STK008,Tapis de bain,3,31.84,95.52
INV501556,2023-03-29,10295,Portugal,STK003,Set de tasses ceramique,3,15.59,46.769999999999996
INV501556,2023-03-29,10295,Portugal,STK005,Bougie parfumee,1,14.46,14.46
INV501557,2023-04-30,10296,Germany,STK008,Tapis de bain,1,21.25,21.25
INV501558,2023-01-19,10296,Germany,STK010,Guirlande lumineuse,1,16.46,16.46
INV501558,2023-01-19,10296,Germany,STK006,Cadre photo bois,3,9.56,28.68
INV501558,2023-01-19,10296,Germany,STK004,Plaid tricote,3,38.82,116.46000000000001
INV501558,2023-01-19,10296,Germany,STK009,Vase en verre,5,20.74,103.69999999999999
INV501559,2023-05-23,10296,Germany,STK008,Tapis de bain,4,28.12,112.48
INV501559,2023-05-23,10296,Germany,STK004,Plaid tricote,5,27.96,139.8
INV501559,2023-05-23,10296,Germany,STK012,Miroir mural rond,1,40.06,40.06
INV501559,2023-05-23,10296,Germany,STK003,Set de tasses ceramique,3,16.94,50.82000000000001
INV501560,2023-03-13,10296,Germany,STK009,Vase en verre,5,21.59,107.95
INV501560,2023-03-13,10296,Germany,STK008,Tapis de bain,4,32.43,129.72
INV501560,2023-03-13,10296,Germany,STK008,Tapis de bain,2,21.54,43.08
INV501561,2023-06-09,10296,Germany,STK009,Vase en verre,4,19.05,76.2
INV501562,2023-06-07,10297,Spain,STK009,Vase en verre,1,18.43,18.43
INV501562,2023-06-07,10297,Spain,STK009,Vase en verre,3,19.42,58.260000000000005
INV501562,2023-06-07,10297,Spain,STK007,Panier de rangement,5,20.65,103.25
INV501563,2023-03-20,10297,Spain,STK002,Coussin en lin,3,17.21,51.63
INV501563,2023-03-20,10297,Spain,STK003,Set de tasses ceramique,4,14.3,57.2
INV501563,2023-03-20,10297,Spain,STK004,Plaid tricote,2,33.25,66.5
INV501563,2023-03-20,10297,Spain,STK010,Guirlande lumineuse,1,12.01,12.01
INV501564,2023-02-09,10297,Spain,STK012,Miroir mural rond,3,38.07,114.21000000000001
INV501565,2023-09-24,10298,Belgium,STK004,Plaid tricote,1,36.11,36.11
INV501565,2023-09-24,10298,Belgium,STK010,Guirlande lumineuse,5,12.91,64.55
INV501565,2023-09-24,10298,Belgium,STK010,Guirlande lumineuse,4,14.73,58.92
INV501565,2023-09-24,10298,Belgium,STK011,Plateau en bambou,4,20.31,81.24
INV501566,2023-09-12,10298,Belgium,STK010,Guirlande lumineuse,1,12.28,12.28
INV501566,2023-09-12,10298,Belgium,STK006,Cadre photo bois,2,9.13,18.26
INV501566,2023-09-12,10298,Belgium,STK003,Set de tasses ceramique,5,12.05,60.25
INV501567,2023-09-05,10298,Belgium,STK002,Coussin en lin,1,15.87,15.87
INV501568,2023-02-11,10298,Belgium,STK008,Tapis de bain,2,28.23,56.46
INV501568,2023-02-11,10298,Belgium,STK001,Lampe de bureau design,5,22.1,110.5
INV501569,2023-09-08,10298,Belgium,STK003,Set de tasses ceramique,1,12.82,12.82
INV501569,2023-09-08,10298,Belgium,STK010,Guirlande lumineuse,5,15.93,79.65
INV501569,2023-09-08,10298,Belgium,STK001,Lampe de bureau design,2,21.29,42.58
INV501570,2023-01-15,10298,Belgium,STK002,Coussin en lin,1,20.76,20.76
INV501570,2023-01-15,10298,Belgium,STK008,Tapis de bain,3,28.54,85.62
INV501570,2023-01-15,10298,Belgium,STK011,Plateau en bambou,2,19.93,39.86
INV501570,2023-01-15,10298,Belgium,STK003,Set de tasses ceramique,5,16.47,82.35
INV501571,2023-04-02,10299,Italy,STK005,Bougie parfumee,2,14.34,28.68
INV501571,2023-04-02,10299,Italy,STK009,Vase en verre,4,21.22,84.88
INV501571,2023-04-02,10299,Italy,STK010,Guirlande lumineuse,4,13.47,53.88
INV501571,2023-04-02,10299,Italy,STK001,Lampe de bureau design,1,23.76,23.76
INV501572,2023-01-18,10299,Italy,STK003,Set de tasses ceramique,2,15.63,31.26
INV501572,2023-01-18,10299,Italy,STK004,Plaid tricote,3,35.71,107.13
INV501573,2023-10-02,10299,Italy,STK008,Tapis de bain,5,30.09,150.45
INV501573,2023-10-02,10299,Italy,STK003,Set de tasses ceramique,1,15.33,15.33
INV501573,2023-10-02,10299,Italy,STK011,Plateau en bambou,5,17.35,86.75
INV501573,2023-10-02,10299,Italy,STK002,Coussin en lin,3,17.66,52.980000000000004
INV501574,2023-12-24,10299,Italy,STK010,Guirlande lumineuse,2,16.26,32.52
INV501574,2023-12-24,10299,Italy,STK006,Cadre photo bois,5,8.12,40.599999999999994
INV501575,2023-09-25,10299,Italy,STK008,Tapis de bain,2,24.41,48.82
INV501575,2023-09-25,10299,Italy,STK006,Cadre photo bois,4,9.59,38.36
INV501576,2023-12-24,10299,Italy,STK008,Tapis de bain,3,26.45,79.35
INV501576,2023-12-24,10299,Italy,STK006,Cadre photo bois,4,11.02,44.08
INV501576,2023-12-24,10299,Italy,STK012,Miroir mural rond,3,42.92,128.76
INV501577,2023-11-16,10299,Italy,STK011,Plateau en bambou,2,23.07,46.14
INV501577,2023-11-16,10299,Italy,STK007,Panier de rangement,1,21.48,21.48
INV501578,2023-09-22,10299,Italy,STK006,Cadre photo bois,5,8.71,43.550000000000004
INV501579,2023-07-14,10299,Italy,STK007,Panier de rangement,5,22.76,113.80000000000001
INV501579,2023-07-14,10299,Italy,STK006,Cadre photo bois,3,9.07,27.21
INV501580,2023-04-25,10299,Italy,STK002,Coussin en lin,5,20.99,104.94999999999999
INV501580,2023-04-25,10299,Italy,STK011,Plateau en bambou,4,23.74,94.96
INV501580,2023-04-25,10299,Italy,STK006,Cadre photo bois,1,8.86,8.86
INV501581,2023-12-20,10299,Italy,STK007,Panier de rangement,2,18.85,37.7
INV501581,2023-12-20,10299,Italy,STK006,Cadre photo bois,2,10.5,21.0
INV501581,2023-12-20,10299,Italy,STK006,Cadre photo bois,3,7.45,22.35
INV501582,2023-12-16,10299,Italy,STK011,Plateau en bambou,4,14.43,57.72
INV501583,2023-12-06,10299,Italy,STK010,Guirlande lumineuse,5,8.23,41.150000000000006
INV501583,2023-12-06,10299,Italy,STK012,Miroir mural rond,4,34.64,138.56
INV501584,2023-04-11,10300,France,STK007,Panier de rangement,3,22.33,66.99
INV501585,2023-02-02,10300,France,STK009,Vase en verre,4,14.15,56.6
INV501585,2023-02-02,10300,France,STK008,Tapis de bain,4,27.41,109.64
INV501585,2023-02-02,10300,France,STK011,Plateau en bambou,4,24.78,99.12
INV501586,2023-04-13,10300,France,STK006,Cadre photo bois,5,12.44,62.199999999999996
INV501586,2023-04-13,10300,France,STK003,Set de tasses ceramique,1,14.7,14.7
INV501586,2023-04-13,10300,France,STK008,Tapis de bain,3,22.05,66.15
INV501586,2023-04-13,10300,France,STK012,Miroir mural rond,1,38.54,38.54
INV501587,2023-10-31,10301,Germany,STK005,Bougie parfumee,5,14.62,73.1
INV501587,2023-10-31,10301,Germany,STK005,Bougie parfumee,5,13.25,66.25
INV501587,2023-10-31,10301,Germany,STK008,Tapis de bain,5,26.54,132.7
INV501587,2023-10-31,10301,Germany,STK001,Lampe de bureau design,2,21.22,42.44
INV501588,2023-04-26,10301,Germany,STK011,Plateau en bambou,4,23.03,92.12
INV501588,2023-04-26,10301,Germany,STK010,Guirlande lumineuse,5,12.0,60.0
INV501588,2023-04-26,10301,Germany,STK007,Panier de rangement,2,19.08,38.16
INV501589,2023-11-23,10301,Germany,STK001,Lampe de bureau design,3,28.85,86.55000000000001
INV501590,2023-02-12,10301,Germany,STK005,Bougie parfumee,3,15.86,47.58
INV501590,2023-02-12,10301,Germany,STK003,Set de tasses ceramique,1,15.3,15.3
INV501590,2023-02-12,10301,Germany,STK004,Plaid tricote,5,35.35,176.75
INV501591,2023-04-17,10301,Germany,STK001,Lampe de bureau design,2,27.14,54.28
INV501591,2023-04-17,10301,Germany,STK009,Vase en verre,2,22.48,44.96
INV501592,2023-10-04,10301,Germany,STK001,Lampe de bureau design,3,29.28,87.84
INV501593,2023-01-18,10301,Germany,STK003,Set de tasses ceramique,3,13.39,40.17
INV501593,2023-01-18,10301,Germany,STK001,Lampe de bureau design,3,19.99,59.97
INV501594,2023-04-25,10301,Germany,STK009,Vase en verre,2,15.82,31.64
INV501595,2023-08-28,10302,France,STK002,Coussin en lin,2,23.66,47.32
INV501595,2023-08-28,10302,France,STK007,Panier de rangement,3,16.23,48.69
INV501595,2023-08-28,10302,France,STK010,Guirlande lumineuse,5,10.96,54.800000000000004
INV501595,2023-08-28,10302,France,STK012,Miroir mural rond,3,45.52,136.56
INV501596,2023-07-26,10302,France,STK005,Bougie parfumee,1,14.78,14.78
INV501596,2023-07-26,10302,France,STK006,Cadre photo bois,5,8.15,40.75
INV501596,2023-07-26,10302,France,STK001,Lampe de bureau design,4,24.98,99.92
INV501597,2023-01-26,10302,France,STK010,Guirlande lumineuse,2,12.53,25.06
INV501597,2023-01-26,10302,France,STK006,Cadre photo bois,5,10.53,52.65
INV501597,2023-01-26,10302,France,STK003,Set de tasses ceramique,1,16.85,16.85
INV501597,2023-01-26,10302,France,STK001,Lampe de bureau design,4,25.28,101.12
INV501598,2023-12-03,10303,France,STK006,Cadre photo bois,5,9.8,49.0
INV501598,2023-12-03,10303,France,STK003,Set de tasses ceramique,4,14.15,56.6
INV501598,2023-12-03,10303,France,STK008,Tapis de bain,3,34.81,104.43
INV501599,2023-03-11,10303,France,STK009,Vase en verre,3,17.87,53.61
INV501599,2023-03-11,10303,France,STK008,Tapis de bain,2,25.98,51.96
INV501599,2023-03-11,10303,France,STK002,Coussin en lin,2,16.36,32.72
